field_id,region,crop_type,growth_stage,avg_temp_c,avg_humidity_pct,soil_moisture_pct,soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,ndvi_index,pest_pressure_score,intervention_required
PLOT_230,Zone_B_West,Soybean,Flowering,38.19,62.7,73.61,7.08,106.59,61.0,253.02,,41.4,0
PLOT_247,Zone_C_South,Sugarcane,Flowering,30.54,61.67,63.33,6.53,103.65,15.18,150.04,0.576,41.6,0
PLOT_153,Zone_D_East,Tomato,Fruiting,29.57,48.73,,6.32,123.38,52.07,109.27,0.33,49.1,0
PLOT_219,Zone_D_East,Cotton,Vegetative,22.53,56.23,55.79,6.69,104.19,80.18,210.0,0.499,55.8,0
PLOT_215,Zone_C_South,Cotton,Maturation,28.73,64.9,32.32,5.94,79.27,38.44,250.06,0.511,42.7,0
PLOT_174,Zone_B_West,Cotton,Vegetative,34.78,90.3,65.9,5.84,128.83,50.91,109.62,0.443,67.2,0
PLOT_212,Zone_D_East,Wheat,Flowering,18.46,51.27,31.2,6.35,106.07,35.21,124.57,0.406,42.5,0
PLOT_203,Zone_B_West,Cotton,Fruiting,31.63,59.06,29.62,8.52,121.8,37.92,168.86,0.433,55.9,0
PLOT_183,Zone_A_North,Cotton,Flowering,32.08,49.47,62.18,6.27,138.15,40.31,67.6,0.512,40.3,0
PLOT_211,Zone_B_West,Wheat,Fruiting,32.09,40.06,45.2,8.23,132.84,40.63,221.15,0.592,48.6,0
PLOT_198,Zone_B_West,Cotton,Maturation,25.1,,56.26,7.32,92.9,35.27,172.62,0.427,56.1,0
PLOT_192,Zone_A_North,Wheat,Fruiting,26.82,71.36,57.57,6.61,118.85,55.92,181.7,0.587,56.5,0
PLOT_245,Zone_D_East,Soybean,Vegetative,25.27,81.26,27.47,6.35,98.77,17.9,166.94,0.468,65.0,0
PLOT_227,Zone_D_East,Wheat,Flowering,38.84,42.42,46.1,6.89,133.79,69.39,171.25,0.376,34.6,0
PLOT_209,Zone_D_East,Sugarcane,Maturation,36.6,72.58,33.27,8.33,131.24,40.91,226.96,,91.6,1
PLOT_181,Zone_C_South,Soybean,Flowering,30.44,90.66,15.53,5.72,90.59,52.68,190.57,0.383,72.0,1
PLOT_153,Zone_A_North,Cotton,Fruiting,28.67,,43.51,6.54,98.36,33.64,219.81,0.524,57.8,0
PLOT_167,Zone_B_West,Tomato,Flowering,28.46,71.78,34.73,7.53,96.03,51.1,144.05,0.335,54.1,0
PLOT_132,Zone_A_North,Soybean,Vegetative,26.87,55.77,54.0,6.7,132.57,64.65,151.76,0.5,53.5,0
PLOT_241,Zone_A_North,Soybean,Vegetative,18.73,82.5,62.0,6.91,145.35,74.1,181.17,0.572,49.5,0
PLOT_120,Zone_A_North,Wheat,Maturation,28.71,,34.0,5.02,148.03,61.27,177.37,0.4,40.4,0
PLOT_147,Zone_A_North,Soybean,Flowering,39.04,71.05,28.17,6.96,92.15,51.81,227.07,0.455,66.3,1
PLOT_247,Zone_A_North,Soybean,Vegetative,30.03,52.54,43.95,7.17,73.54,50.98,205.09,,61.4,0
PLOT_227,Zone_A_North,Cotton,Maturation,25.29,63.85,49.55,6.71,106.26,31.08,175.42,0.427,35.7,0
PLOT_235,Zone_C_South,Wheat,Flowering,29.85,76.72,52.78,6.56,137.26,18.19,192.19,,50.7,0
PLOT_234,Zone_A_North,Cotton,Fruiting,27.35,75.84,,7.8,87.26,36.62,147.58,0.439,78.6,0
PLOT_244,Zone_A_North,Soybean,Vegetative,23.32,,62.53,7.28,142.96,53.95,142.46,0.57,42.2,0
PLOT_227,Zone_D_East,Cotton,Maturation,22.68,90.83,44.8,7.11,60.39,54.84,119.22,0.548,63.8,0
PLOT_132,Zone_A_North,Soybean,Flowering,28.69,62.48,80.22,8.5,157.59,2.56,276.74,0.623,36.1,0
PLOT_214,Zone_A_North,Wheat,Fruiting,20.9,78.75,57.96,6.54,118.87,22.61,176.63,0.411,49.8,0
PLOT_218,Zone_D_East,Soybean,Vegetative,28.59,58.25,59.73,6.81,153.14,39.83,175.07,0.424,39.1,0
PLOT_121,Zone_D_East,Cotton,Vegetative,28.06,50.06,75.06,8.19,125.62,33.16,196.93,0.539,6.3,0
PLOT_137,Zone_D_East,Wheat,Vegetative,32.24,62.61,51.82,6.49,113.92,29.39,181.98,0.483,50.1,0
PLOT_208,Zone_B_West,Sugarcane,Maturation,27.67,44.83,47.84,8.33,131.02,58.47,191.97,0.423,37.8,0
PLOT_150,Zone_A_North,Wheat,Vegetative,23.03,68.85,49.96,6.73,166.88,41.86,172.78,0.561,45.9,0
PLOT_107,Zone_A_North,Wheat,Fruiting,29.3,66.28,44.5,,81.42,58.13,219.02,0.547,50.0,0
PLOT_126,Zone_A_North,Cotton,Vegetative,33.93,72.4,37.5,7.42,140.22,15.27,247.1,0.414,40.8,0
PLOT_126,Zone_D_East,Sugarcane,Vegetative,25.75,64.83,27.15,6.14,144.28,41.79,203.99,0.371,71.0,1
PLOT_120,Zone_C_South,Tomato,Vegetative,36.85,61.42,61.96,7.13,115.06,33.56,249.87,0.485,56.6,0
PLOT_129,Zone_A_North,Soybean,Fruiting,29.1,65.91,62.75,7.17,96.84,46.63,224.82,0.387,38.6,0
PLOT_196,Zone_D_East,Cotton,Fruiting,26.64,78.56,37.32,7.22,92.87,3.32,160.04,0.352,46.7,0
PLOT_127,Zone_D_East,Wheat,Maturation,25.25,77.3,45.81,8.53,71.01,75.71,137.83,0.435,61.0,0
PLOT_210,Zone_D_East,Sugarcane,Maturation,29.52,80.34,35.79,7.31,101.22,37.72,101.9,0.323,65.0,0
PLOT_160,Zone_B_West,Soybean,Vegetative,28.02,37.91,53.41,6.7,120.54,50.7,173.61,,34.5,0
PLOT_147,Zone_D_East,Cotton,Fruiting,21.81,77.84,53.61,5.95,101.09,60.12,188.21,0.527,46.5,0
PLOT_246,Zone_C_South,Wheat,Flowering,36.78,73.37,39.88,6.87,112.09,65.13,194.64,0.361,79.9,1
PLOT_103,Zone_B_West,Cotton,Maturation,26.75,89.56,41.23,6.39,69.39,36.69,164.41,0.467,57.9,0
PLOT_134,Zone_D_East,Soybean,Vegetative,36.73,58.69,41.78,6.12,140.67,62.16,211.59,0.434,54.6,0
PLOT_148,Zone_C_South,Cotton,Fruiting,22.82,,36.24,6.72,131.22,61.62,254.7,0.598,42.9,0
PLOT_116,Zone_C_South,Soybean,Vegetative,33.5,68.18,50.55,5.66,68.62,40.56,203.6,0.438,57.6,0
PLOT_145,Zone_A_North,Cotton,Vegetative,35.55,36.0,12.89,5.18,134.82,48.27,147.78,0.263,46.6,1
PLOT_216,Zone_D_East,Wheat,Vegetative,35.12,32.15,46.1,7.02,145.05,29.09,243.6,0.409,42.1,0
PLOT_105,Zone_D_East,Cotton,Vegetative,30.58,68.76,71.18,8.73,119.87,38.37,126.02,0.484,57.2,0
PLOT_198,Zone_A_North,Cotton,Flowering,33.68,51.09,55.16,7.55,124.11,50.42,189.5,0.459,44.3,0
PLOT_223,Zone_C_South,Wheat,Fruiting,30.94,48.94,30.65,6.11,100.82,67.15,111.9,0.414,44.0,0
PLOT_136,Zone_D_East,Wheat,Fruiting,23.14,,31.15,7.5,147.38,41.88,144.89,0.385,56.9,0
PLOT_123,Zone_A_North,Wheat,Vegetative,30.65,45.95,37.16,8.97,109.57,38.75,200.43,,55.8,0
PLOT_192,Zone_A_North,Wheat,Vegetative,22.83,73.38,35.35,6.41,100.09,44.5,150.34,0.412,70.5,0
PLOT_145,Zone_C_South,Cotton,Flowering,22.13,54.6,55.31,5.78,86.43,21.93,181.31,0.548,42.0,0
PLOT_194,Zone_C_South,Tomato,Maturation,29.96,54.1,33.29,7.29,118.48,26.59,139.69,0.358,43.7,0
PLOT_198,Zone_D_East,Sugarcane,Vegetative,25.43,69.32,54.94,8.39,109.56,36.76,210.63,0.556,49.2,0
PLOT_215,Zone_D_East,Sugarcane,Flowering,36.77,50.15,42.78,7.06,84.81,29.27,143.72,0.483,34.8,0
PLOT_166,Zone_B_West,Cotton,Vegetative,37.26,85.79,49.77,6.76,135.43,16.1,165.1,0.449,81.4,1
PLOT_227,Zone_C_South,Cotton,Flowering,42.74,63.74,54.9,6.42,159.98,45.49,68.31,0.751,59.7,0
PLOT_117,Zone_B_West,Wheat,Vegetative,21.41,64.79,52.24,6.01,142.17,76.43,171.84,0.57,49.4,0
PLOT_124,Zone_B_West,Sugarcane,Vegetative,22.62,72.59,70.1,6.26,138.13,45.35,194.05,0.494,35.5,0
PLOT_153,Zone_A_North,Cotton,Vegetative,33.02,77.85,65.56,6.67,98.15,8.88,192.43,0.453,60.7,0
PLOT_157,Zone_A_North,Wheat,Vegetative,26.86,58.71,33.3,8.34,108.31,56.79,199.12,0.288,55.4,1
PLOT_166,Zone_D_East,Soybean,Vegetative,24.74,73.31,77.76,4.79,94.39,53.21,136.0,0.441,46.5,0
PLOT_203,Zone_C_South,Cotton,Flowering,26.51,74.02,47.73,8.73,137.33,54.83,230.19,0.508,53.2,0
PLOT_123,Zone_C_South,Cotton,Vegetative,28.12,82.61,51.18,7.63,100.53,27.62,196.66,0.42,64.2,0
PLOT_213,Zone_B_West,Wheat,Vegetative,31.94,59.37,59.3,6.55,155.43,53.55,152.13,0.456,42.3,0
PLOT_131,Zone_B_West,Sugarcane,Vegetative,19.07,74.03,30.61,7.23,101.56,56.36,206.94,0.474,66.2,0
PLOT_185,Zone_D_East,Soybean,Maturation,30.62,71.85,,6.17,132.87,49.57,212.29,0.398,60.3,0
PLOT_226,Zone_A_North,Cotton,Flowering,27.5,70.12,50.1,8.47,183.76,47.04,103.27,0.532,50.1,0
PLOT_229,Zone_C_South,Wheat,Fruiting,24.38,38.46,,5.68,182.46,43.88,183.13,0.565,35.2,0
PLOT_116,Zone_C_South,Sugarcane,Flowering,35.72,80.09,44.59,5.62,102.43,70.25,225.04,0.371,66.1,0
PLOT_203,Zone_C_South,Wheat,Vegetative,26.27,77.47,32.76,7.36,166.38,42.29,142.88,0.532,59.6,0
PLOT_236,Zone_C_South,Sugarcane,Vegetative,26.72,72.92,55.55,6.91,118.68,60.88,241.78,0.463,49.8,0
PLOT_142,Zone_A_North,Sugarcane,Flowering,27.05,57.69,31.95,6.87,114.54,52.7,174.83,,43.7,0
PLOT_138,Zone_D_East,Wheat,Flowering,36.62,84.77,39.94,6.57,126.13,63.34,144.04,0.499,76.2,1
PLOT_125,Zone_D_East,Wheat,Maturation,29.07,64.3,8.02,6.23,122.41,67.12,163.04,0.251,60.9,0
PLOT_198,Zone_A_North,Sugarcane,Maturation,28.14,70.84,67.44,6.53,72.73,54.78,139.23,0.549,43.5,0
PLOT_149,Zone_D_East,Cotton,Flowering,33.1,51.26,39.15,7.76,108.56,49.76,138.01,0.471,46.9,0
PLOT_112,Zone_D_East,Wheat,Flowering,16.89,61.24,42.21,7.82,98.26,73.14,147.53,0.503,42.5,0
PLOT_159,Zone_B_West,Soybean,Vegetative,29.56,65.81,47.45,7.53,118.18,50.12,139.73,0.452,73.2,0
PLOT_234,Zone_A_North,Cotton,Vegetative,29.63,54.43,55.04,,95.0,53.9,204.98,0.386,46.0,0
PLOT_156,Zone_D_East,Cotton,Maturation,32.8,57.09,27.74,5.87,112.11,70.33,171.8,0.388,46.0,0
PLOT_135,Zone_B_West,Wheat,Vegetative,30.03,71.43,25.17,8.25,119.93,55.02,183.15,0.372,64.6,0
PLOT_119,Zone_A_North,Sugarcane,Maturation,22.63,77.55,63.42,5.5,120.56,14.78,169.14,0.541,36.8,0
PLOT_164,Zone_A_North,Cotton,Flowering,19.87,47.52,38.82,6.62,130.92,8.01,184.14,0.634,31.5,0
PLOT_107,Zone_C_South,Tomato,Flowering,31.82,92.55,51.79,6.94,144.87,21.11,180.53,0.386,55.7,0
PLOT_243,Zone_B_West,Soybean,Vegetative,25.94,54.62,39.49,9.36,72.93,30.39,126.93,0.382,59.0,0
PLOT_241,Zone_B_West,Wheat,Fruiting,26.79,52.58,56.45,6.81,102.57,42.87,208.13,0.455,59.3,0
PLOT_214,Zone_B_West,Cotton,Flowering,24.04,83.37,39.18,7.35,110.39,50.38,187.03,0.355,62.9,0
PLOT_242,Zone_A_North,Cotton,Flowering,28.57,,49.68,7.24,140.07,27.39,174.43,0.62,75.6,1
PLOT_191,Zone_C_South,Sugarcane,Vegetative,28.12,76.66,54.43,7.86,105.41,51.65,160.8,0.427,52.9,0
PLOT_197,Zone_A_North,Soybean,Vegetative,22.15,54.87,49.24,7.55,104.26,30.52,145.85,0.424,37.7,0
PLOT_165,Zone_D_East,Sugarcane,Flowering,32.51,70.42,51.78,7.3,75.34,59.09,122.11,0.365,61.5,0
PLOT_131,Zone_D_East,Wheat,Vegetative,24.79,95.68,44.64,7.1,152.15,62.02,136.46,0.408,89.8,0
PLOT_185,Zone_D_East,Sugarcane,Fruiting,35.92,54.76,24.26,7.41,124.3,59.64,141.66,0.25,50.8,1
PLOT_150,Zone_C_South,Wheat,Fruiting,29.6,73.78,21.68,,99.76,40.09,240.57,0.394,49.1,0
PLOT_162,Zone_A_North,Soybean,Vegetative,28.05,55.71,27.1,4.54,163.1,85.6,175.95,0.378,67.8,1
PLOT_224,Zone_B_West,Sugarcane,Fruiting,20.65,52.47,34.47,6.26,146.85,26.83,128.58,0.513,19.1,0
PLOT_249,Zone_D_East,Cotton,Vegetative,31.31,62.02,59.29,7.24,149.03,34.89,237.82,0.35,36.3,0
PLOT_157,Zone_D_East,Cotton,Fruiting,28.29,64.63,14.44,6.28,75.77,57.13,213.35,0.34,54.9,1
PLOT_157,Zone_A_North,Soybean,Vegetative,29.39,62.97,52.05,6.74,132.5,44.57,187.34,0.444,53.5,0
PLOT_185,Zone_B_West,Soybean,Vegetative,35.35,64.14,35.41,6.61,91.26,68.47,180.16,,67.3,1
PLOT_148,Zone_C_South,Cotton,Vegetative,33.02,91.42,,6.52,120.71,10.9,109.76,0.631,77.4,0
PLOT_169,Zone_D_East,Cotton,Fruiting,34.3,85.49,68.45,,78.02,46.22,189.39,0.342,70.2,1
PLOT_114,Zone_D_East,Sugarcane,Vegetative,15.96,,47.91,6.97,118.43,26.89,196.73,0.44,34.8,0
PLOT_153,Zone_D_East,Wheat,Vegetative,27.41,66.15,,6.8,115.68,40.37,199.49,0.516,45.1,0
PLOT_200,Zone_B_West,Wheat,Flowering,20.22,82.42,34.93,4.97,140.12,44.73,158.39,0.434,64.5,0
PLOT_107,Zone_D_East,Wheat,Vegetative,30.95,73.83,36.14,5.45,106.94,42.07,205.21,0.418,59.9,0
PLOT_152,Zone_B_West,Wheat,Fruiting,18.71,68.2,62.15,7.24,114.99,30.88,210.99,0.481,44.6,0
PLOT_159,Zone_D_East,Sugarcane,Flowering,33.98,91.96,76.55,5.99,101.6,47.76,142.09,0.448,65.4,1
PLOT_207,Zone_D_East,Tomato,Maturation,36.66,54.65,57.2,7.34,118.35,65.58,189.51,0.381,43.3,0
PLOT_104,Zone_B_West,Sugarcane,Vegetative,27.54,64.84,17.87,6.37,116.11,38.18,145.44,0.178,62.5,0
PLOT_202,Zone_B_West,Wheat,Vegetative,30.28,63.35,28.88,6.34,157.76,73.45,177.43,0.495,23.8,0
PLOT_105,Zone_C_South,Sugarcane,Fruiting,36.57,70.62,39.5,5.47,103.29,56.5,79.44,0.389,60.4,0
PLOT_208,Zone_A_North,Cotton,Fruiting,39.36,52.32,,6.69,155.99,41.61,200.04,0.468,48.8,0
PLOT_215,Zone_D_East,Wheat,Vegetative,37.27,70.66,36.0,5.21,104.97,38.15,130.55,0.405,62.9,0
PLOT_193,Zone_D_East,Tomato,Flowering,31.3,61.73,53.95,5.94,162.53,52.5,208.76,0.496,65.5,1
PLOT_146,Zone_A_North,Cotton,Fruiting,36.89,77.44,28.98,6.41,156.32,36.24,206.13,0.441,70.8,0
PLOT_198,Zone_A_North,Tomato,Vegetative,23.48,61.25,60.1,7.26,149.19,56.09,264.12,0.607,59.6,0
PLOT_154,Zone_A_North,Cotton,Fruiting,24.94,58.14,47.56,6.98,102.35,37.85,85.7,0.276,43.4,0
PLOT_151,Zone_D_East,Sugarcane,Vegetative,33.37,73.29,55.4,6.72,124.07,33.6,186.19,0.634,53.2,0
PLOT_243,Zone_D_East,Wheat,Maturation,28.64,66.35,17.24,7.4,157.77,43.67,152.79,0.396,55.9,1
PLOT_112,Zone_D_East,Cotton,Flowering,32.01,61.89,49.54,6.28,101.86,68.72,180.6,0.527,66.1,0
PLOT_213,Zone_B_West,Wheat,Vegetative,33.26,62.64,33.73,7.01,126.59,26.97,145.46,0.493,66.7,0
PLOT_223,Zone_C_South,Soybean,Flowering,33.34,59.21,45.22,5.94,137.44,24.58,104.63,0.539,65.4,1
PLOT_205,Zone_C_South,Soybean,Maturation,18.87,89.74,38.4,6.65,108.03,35.1,257.69,0.596,63.1,0
PLOT_246,Zone_A_North,Soybean,Fruiting,32.04,71.59,33.51,6.14,94.72,24.74,186.42,0.393,70.2,0
PLOT_244,Zone_A_North,Soybean,Vegetative,25.22,74.22,44.31,6.9,90.66,52.82,135.26,0.55,46.0,0
PLOT_219,Zone_D_East,Soybean,Flowering,29.83,71.26,54.67,7.13,167.73,42.62,165.79,0.499,56.0,0
PLOT_162,Zone_C_South,Wheat,Flowering,26.19,68.38,65.79,7.27,158.43,49.65,167.52,0.533,44.7,0
PLOT_118,Zone_C_South,Cotton,Vegetative,26.3,59.97,37.41,6.36,150.28,50.06,222.77,,60.0,0
PLOT_191,Zone_B_West,Sugarcane,Vegetative,25.28,56.71,,7.26,159.54,37.84,180.39,0.607,44.3,0
PLOT_157,Zone_D_East,Sugarcane,Flowering,32.45,59.92,63.86,6.97,136.16,32.29,185.41,,40.0,0
PLOT_189,Zone_D_East,Soybean,Flowering,27.63,72.93,30.24,6.45,108.29,68.41,188.68,0.304,46.7,0
PLOT_216,Zone_C_South,Wheat,Vegetative,27.2,59.81,49.22,6.55,111.99,49.8,173.59,0.594,43.2,0
PLOT_161,Zone_C_South,Wheat,Fruiting,26.77,80.54,57.43,7.37,91.41,17.32,231.93,0.479,48.7,0
PLOT_122,Zone_B_West,Tomato,Flowering,31.55,85.33,41.61,,143.81,43.98,178.75,0.489,86.0,0
PLOT_226,Zone_B_West,Sugarcane,Vegetative,24.06,44.24,43.82,6.44,98.27,30.04,214.71,0.385,47.5,0
PLOT_236,Zone_D_East,Wheat,Vegetative,36.77,84.23,53.05,7.92,118.85,50.96,196.55,0.473,66.1,0
PLOT_239,Zone_B_West,Soybean,Flowering,25.09,51.69,45.0,5.31,125.5,59.65,233.45,0.435,45.1,0
PLOT_228,Zone_C_South,Tomato,Fruiting,26.22,61.86,43.62,6.19,121.94,34.51,182.98,0.501,55.1,0
PLOT_157,Zone_D_East,Wheat,Fruiting,28.61,66.8,35.22,6.09,146.33,56.13,185.23,0.516,59.5,0
PLOT_221,Zone_C_South,Soybean,Vegetative,30.96,39.99,36.44,5.88,164.22,62.69,180.79,0.45,34.2,0
PLOT_100,Zone_D_East,Tomato,Flowering,27.54,56.77,,6.4,120.72,48.85,198.21,,40.6,0
PLOT_133,Zone_D_East,Tomato,Maturation,27.28,67.04,39.43,8.06,144.63,34.18,138.89,,43.7,0
PLOT_195,Zone_C_South,Tomato,Flowering,34.13,50.35,43.92,5.93,123.78,67.87,181.51,0.585,47.9,0
PLOT_225,Zone_D_East,Sugarcane,Vegetative,16.69,49.84,36.12,7.08,122.14,67.96,125.05,0.239,38.1,1
PLOT_217,Zone_D_East,Cotton,Fruiting,25.5,87.26,31.67,6.97,131.52,44.42,175.7,0.395,72.3,0
PLOT_147,Zone_B_West,Wheat,Vegetative,24.21,66.6,32.02,7.81,184.97,45.49,167.33,,53.4,0
PLOT_188,Zone_C_South,Wheat,Vegetative,26.39,77.14,44.72,7.24,163.62,49.13,194.13,0.518,51.6,0
PLOT_216,Zone_C_South,Cotton,Vegetative,35.74,88.15,22.05,7.47,133.02,38.89,200.41,0.466,74.3,1
PLOT_228,Zone_B_West,Cotton,Vegetative,24.95,,57.71,8.25,115.65,41.79,133.44,0.613,48.7,0
PLOT_115,Zone_D_East,Wheat,Flowering,28.01,,63.89,6.23,108.67,35.09,165.4,0.362,48.9,0
PLOT_168,Zone_A_North,Cotton,Vegetative,31.35,57.87,64.12,6.72,114.38,63.21,247.3,0.594,44.3,0
PLOT_121,Zone_A_North,Wheat,Maturation,24.42,71.43,39.95,6.26,143.19,20.38,159.36,0.448,55.6,0
PLOT_192,Zone_C_South,Soybean,Flowering,16.61,73.35,36.97,5.23,120.54,37.59,189.66,0.546,44.3,0
PLOT_175,Zone_B_West,Cotton,Flowering,15.2,68.19,36.19,5.53,114.16,59.93,196.68,0.453,41.0,0
PLOT_243,Zone_D_East,Sugarcane,Flowering,35.43,74.24,30.23,6.77,126.66,45.26,90.91,0.442,52.5,0
PLOT_185,Zone_B_West,Sugarcane,Fruiting,30.86,63.6,55.48,5.97,117.61,28.37,158.51,0.446,46.6,0
PLOT_128,Zone_D_East,Wheat,Flowering,26.8,65.17,16.11,6.19,113.9,37.22,164.9,0.511,48.6,0
PLOT_168,Zone_C_South,Tomato,Fruiting,26.72,59.95,37.08,7.7,159.44,66.76,211.12,0.412,45.2,0
PLOT_146,Zone_C_South,Sugarcane,Fruiting,24.08,54.61,36.29,7.07,105.64,62.93,225.95,0.414,54.0,0
PLOT_193,Zone_A_North,Cotton,Fruiting,29.34,54.36,38.26,7.8,83.08,42.39,149.09,0.479,46.6,0
PLOT_243,Zone_B_West,Wheat,Flowering,32.26,60.58,36.35,7.22,125.61,28.3,117.1,,58.8,0
PLOT_184,Zone_C_South,Cotton,Fruiting,23.84,73.84,47.18,7.04,100.42,58.9,254.94,0.518,61.7,0
PLOT_138,Zone_B_West,Wheat,Flowering,29.84,65.42,54.23,7.77,114.29,36.66,268.14,0.257,58.4,0
PLOT_199,Zone_C_South,Cotton,Vegetative,24.01,59.96,49.74,6.75,152.31,77.08,127.85,0.458,53.3,0
PLOT_132,Zone_D_East,Sugarcane,Vegetative,28.02,,30.26,7.1,141.75,33.78,106.27,0.476,42.4,0
PLOT_200,Zone_D_East,Tomato,Maturation,25.58,43.22,18.41,6.41,119.02,52.11,154.84,0.299,50.4,1
PLOT_122,Zone_A_North,Sugarcane,Vegetative,33.23,58.62,,6.8,100.9,65.05,180.57,0.624,39.7,0
PLOT_109,Zone_C_South,Wheat,Fruiting,28.54,74.12,59.15,6.46,110.87,50.84,216.47,0.502,56.7,0
PLOT_168,Zone_A_North,Wheat,Vegetative,22.51,51.14,,7.03,228.0,48.24,160.88,0.633,50.3,0
PLOT_199,Zone_A_North,Cotton,Flowering,28.07,46.24,51.66,5.74,174.15,25.68,162.82,0.554,50.8,0
PLOT_133,Zone_C_South,Wheat,Fruiting,33.63,50.27,66.17,6.55,114.51,50.96,171.65,0.436,44.2,0
PLOT_237,Zone_C_South,Wheat,Vegetative,22.22,59.09,18.18,7.37,131.7,49.93,150.62,0.461,63.8,0
PLOT_246,Zone_D_East,Soybean,Fruiting,27.07,64.24,24.97,5.82,44.18,45.21,102.94,0.236,52.3,0
PLOT_195,Zone_A_North,Wheat,Fruiting,26.43,67.78,35.54,7.2,109.64,34.02,185.19,0.513,43.1,0
PLOT_100,Zone_D_East,Soybean,Flowering,29.59,73.46,46.95,7.59,144.11,42.63,145.58,,58.0,0
PLOT_168,Zone_B_West,Wheat,Flowering,27.4,62.07,,7.95,111.3,55.16,255.21,0.456,54.6,0
PLOT_103,Zone_B_West,Tomato,Vegetative,30.4,73.75,60.26,5.79,123.48,43.49,109.04,0.411,52.1,0
PLOT_115,Zone_A_North,Sugarcane,Flowering,24.78,50.67,59.0,6.38,121.75,53.33,192.07,0.296,42.3,0
PLOT_123,Zone_A_North,Soybean,Vegetative,27.6,79.42,59.47,7.38,147.26,49.19,187.9,0.461,76.2,0
PLOT_179,Zone_C_South,Wheat,Vegetative,27.43,69.31,55.19,6.33,68.47,38.17,162.29,0.332,42.5,0
PLOT_101,Zone_C_South,Tomato,Maturation,37.81,40.92,49.63,6.23,97.08,47.47,171.9,,42.8,1
PLOT_227,Zone_A_North,Soybean,Flowering,30.13,66.29,69.62,6.77,133.02,36.49,250.5,0.536,57.9,0
PLOT_183,Zone_A_North,Sugarcane,Fruiting,32.89,92.81,71.77,6.48,96.49,33.87,163.29,0.641,62.1,0
PLOT_239,Zone_B_West,Sugarcane,Flowering,38.07,89.6,41.37,7.15,156.67,55.13,211.25,0.636,93.3,1
PLOT_223,Zone_D_East,Soybean,Vegetative,29.81,64.78,31.91,6.18,113.13,50.06,203.21,0.255,68.3,1
PLOT_132,Zone_B_West,Wheat,Flowering,27.31,72.17,63.17,6.52,66.57,43.46,244.89,0.465,50.0,0
PLOT_200,Zone_B_West,Sugarcane,Fruiting,23.37,51.66,73.17,6.8,106.75,55.35,123.83,0.67,26.0,0
PLOT_111,Zone_D_East,Soybean,Vegetative,22.09,49.66,82.48,6.57,161.2,35.8,166.23,0.577,29.4,0
PLOT_166,Zone_A_North,Cotton,Fruiting,17.28,62.73,54.51,6.08,72.95,34.73,141.4,0.493,19.5,0
PLOT_164,Zone_A_North,Wheat,Flowering,33.1,59.15,42.36,5.7,128.14,23.57,198.26,0.545,64.0,0
PLOT_173,Zone_B_West,Cotton,Vegetative,30.88,66.78,27.97,7.15,131.89,29.29,144.5,0.294,67.1,1
PLOT_142,Zone_B_West,Soybean,Flowering,27.29,72.55,43.88,,115.09,42.47,208.03,0.369,52.4,0
PLOT_143,Zone_D_East,Wheat,Flowering,27.16,72.1,31.32,6.86,109.37,74.07,182.22,0.367,45.1,0
PLOT_128,Zone_C_South,Wheat,Vegetative,23.3,77.24,28.77,5.76,117.48,26.55,151.21,0.504,56.6,0
PLOT_240,Zone_C_South,Wheat,Fruiting,31.08,71.08,59.44,7.46,114.66,15.28,128.69,0.569,49.1,0
PLOT_111,Zone_A_North,Soybean,Maturation,25.37,78.54,37.88,6.75,142.56,40.86,202.88,0.394,63.4,0
PLOT_194,Zone_C_South,Wheat,Fruiting,27.13,77.35,44.65,6.41,122.18,46.64,240.27,0.551,59.9,0
PLOT_145,Zone_A_North,Sugarcane,Fruiting,22.73,62.69,68.87,8.1,162.27,31.55,165.29,0.654,34.3,0
PLOT_229,Zone_A_North,Cotton,Maturation,23.64,40.44,13.68,6.25,125.03,61.9,197.73,0.385,52.2,0
PLOT_134,Zone_A_North,Soybean,Maturation,33.34,50.35,30.7,7.12,124.51,32.56,128.72,,34.9,0
PLOT_180,Zone_D_East,Tomato,Vegetative,34.29,72.07,57.07,7.01,146.01,41.15,97.71,0.602,45.1,0
PLOT_189,Zone_B_West,Wheat,Flowering,22.07,67.01,37.64,6.31,76.41,46.1,132.54,0.351,62.0,0
PLOT_107,Zone_C_South,Cotton,Vegetative,31.59,89.52,37.15,6.72,115.62,65.66,200.66,0.367,81.7,0
PLOT_192,Zone_D_East,Soybean,Flowering,24.65,46.09,49.9,6.91,109.56,57.45,101.0,0.494,36.4,0
PLOT_189,Zone_C_South,Cotton,Maturation,25.91,75.7,42.57,7.17,96.87,50.53,208.99,0.481,63.9,0
PLOT_214,Zone_D_East,Wheat,Vegetative,34.74,64.8,15.38,6.73,112.73,48.83,127.24,,73.9,1
PLOT_204,Zone_C_South,Soybean,Flowering,27.01,55.33,35.69,6.9,178.03,55.33,161.39,,52.0,0
PLOT_234,Zone_C_South,Tomato,Flowering,26.97,86.25,22.38,7.03,93.85,74.29,238.46,0.444,75.4,1
PLOT_157,Zone_B_West,Sugarcane,Vegetative,19.96,51.87,57.97,4.98,107.08,18.8,164.51,0.531,31.2,0
PLOT_213,Zone_C_South,Cotton,Vegetative,26.74,69.08,24.2,6.43,184.15,29.97,132.5,0.332,75.4,1
